,L,R,F,M,C
618,2014/03/31,85,58,94188,0.896582367
619,2014/03/31,48,26,126699,0.666378424
620,2014/03/31,2,82,120396,0.7009850000000001
621,2014/03/31,7,94,110837,0.761320588
622,2014/03/31,15,43,88958,0.947841903
623,2014/03/31,9,49,82626,1.019422095
624,2014/03/31,11,32,87009,0.967861715
625,2014/03/31,4,82,119037,0.706153885
626,2014/03/31,22,62,101808,0.824876139
627,2014/03/31,18,67,95683,0.877645872
628,2014/03/31,30,81,103927,0.807743897
629,2014/03/31,7,86,105952,0.7913474970000001
630,2014/03/31,102,6,73392,1.141666667
631,2014/03/31,69,9,91224,0.917777778
632,2014/03/31,4,63,102466,0.81701218
633,2014/03/31,66,38,124410,0.672776465
634,2014/03/31,2,40,63801,1.311356405
635,2014/03/31,9,73,120191,0.695825062
636,2014/03/31,15,71,107032,0.78021629
637,2014/03/31,1,74,86299,0.967311788
638,2014/03/31,103,45,83894,0.995006913
639,2014/03/31,1,127,131400,0.635267428
640,2014/03/31,4,86,130146,0.641211101
641,2014/03/31,29,58,114424,0.728744669
642,2014/03/31,3,69,101139,0.82410712
643,2014/03/31,43,38,78846,1.056982345
644,2014/03/31,19,78,115093,0.723989122
645,2014/03/31,68,16,96627,0.862176721
646,2014/03/31,163,37,58302,1.428155295
647,2014/03/31,5,76,116724,0.7130119770000001
648,2014/03/31,2,44,67601,1.230681203
649,2014/03/31,3,99,87395,0.951464844
650,2014/03/31,14,51,61100,1.3578358430000002
651,2014/03/31,5,66,114482,0.722954875
652,2014/03/31,5,77,94084,0.879383317
653,2014/03/31,2,106,104750,0.78942673
654,2014/03/31,1,94,130742,0.632198528
655,2014/03/31,27,89,109773,0.7526219559999999
656,2014/03/31,37,11,101908,0.8100533809999999
657,2014/03/31,17,19,114608,0.7193145329999999
658,2014/03/31,7,57,87522,0.941829369
659,2014/03/31,18,65,110131,0.747842479
660,2014/03/31,76,25,58213,1.413954787
661,2014/03/31,26,51,57992,1.418412885
662,2014/03/31,19,54,77707,1.057823619
663,2014/03/31,46,13,118818,0.691331701
664,2014/03/31,7,72,65267,1.25802427
665,2014/03/31,2,93,118300,0.693748774
666,2014/03/31,27,31,60318,1.35912265
667,2014/03/31,4,78,99566,0.8228736720000001
668,2014/03/31,4,96,123933,0.661020551
669,2014/03/31,20,58,99952,0.81945874
670,2014/03/31,8,85,115207,0.710912445
671,2014/03/31,5,65,92722,0.883145532
672,2014/03/31,4,85,124859,0.65577155
673,2014/03/31,88,14,79047,1.035521272
674,2014/03/31,2,60,118246,0.6915089729999999
675,2014/03/31,8,39,60512,1.350910398
676,2014/03/31,61,36,75213,1.086663476
677,2014/03/31,46,17,109583,0.745799622
678,2014/03/31,21,104,93309,0.875784758
679,2014/03/31,15,50,125199,0.6526988229999999
680,2014/03/31,12,41,108363,0.7536585370000001
681,2014/03/31,195,20,77590,1.052316793
682,2014/03/31,7,68,86064,0.948622421
683,2014/03/31,2,99,105598,0.77280422
684,2014/03/31,12,98,120774,0.6753600940000001
685,2014/03/31,8,89,106510,0.764573373
686,2014/03/31,71,35,105725,0.7683779620000001
687,2014/03/31,6,78,105745,0.767752423
688,2014/03/31,4,75,119758,0.677779021
689,2014/03/31,15,56,57828,1.402678633
690,2014/03/31,2,29,81848,0.99101884
691,2014/03/31,45,55,100558,0.8062292409999999
692,2014/03/31,18,26,70104,1.156431302
693,2014/03/31,5,66,94599,0.856638865
694,2014/03/31,5,67,112610,0.7188581829999999
695,2014/03/31,17,65,99061,0.81700528
696,2014/03/31,9,76,82442,0.981291089
697,2014/03/31,4,38,58995,1.370945673
698,2014/03/31,17,51,113913,0.7100000879999999
699,2014/03/31,3,71,109398,0.738039452
700,2014/03/31,9,67,64594,1.248345512
701,2014/03/31,25,61,108008,0.746502852
702,2014/03/31,3,44,56219,1.4340239069999998
703,2014/03/31,1,120,101087,0.797076083
704,2014/03/31,1,101,94342,0.853658074
705,2014/03/31,8,34,58541,1.375456688
706,2014/03/31,9,70,116485,0.689642615
707,2014/03/31,28,34,90814,0.883529412
708,2014/03/31,35,31,100130,0.8012903229999999
709,2014/03/31,62,44,102276,0.7843010090000001
710,2014/03/31,27,43,60630,1.322550717
711,2014/03/31,34,62,104969,0.762393469
712,2014/03/31,26,35,57698,1.386811155
713,2014/03/31,4,51,92818,0.8615744790000001
714,2014/03/31,3,59,118571,0.6739168940000001
715,2014/03/31,6,54,64470,1.238703118
716,2014/03/31,23,55,84601,0.942580466
717,2014/03/31,69,34,84892,0.938940654
718,2014/03/31,2,58,107038,0.7446574109999999
719,2014/03/31,3,83,95665,0.8329750690000001
720,2014/03/31,3,39,64329,1.238633431
721,2014/03/31,18,65,102141,0.7799595659999999
722,2014/03/31,10,44,83527,0.953680726
723,2014/03/31,1,64,124573,0.639421062
724,2014/03/31,67,50,64381,1.237046489
725,2014/03/31,83,27,55673,1.42926697
726,2014/03/31,9,40,77198,1.030612192
727,2014/03/31,2,72,107745,0.7381336490000001
728,2014/03/31,41,47,57158,1.391171839
729,2014/03/31,1,70,112030,0.709738017
730,2014/03/31,113,51,107440,0.739495067
731,2014/03/31,1,52,98327,0.8075949640000001
732,2014/03/31,2,57,99434,0.798412817
733,2014/03/31,2,56,87321,0.908338086
734,2014/03/31,13,32,60308,1.3146624
735,2014/03/31,1,65,94255,0.8411298070000001
736,2014/03/31,30,16,127164,0.623378315
737,2014/03/31,8,81,110402,0.7176489559999999
738,2014/03/31,101,44,104867,0.7555097409999999
739,2014/03/31,11,96,107452,0.7372859509999999
740,2014/03/31,75,37,77098,1.025352668
741,2014/03/31,10,63,108377,0.729203429
742,2014/03/31,21,81,116556,0.677642764
743,2014/03/31,13,82,127934,0.617297044
744,2014/03/31,2,38,62200,1.269493087
745,2014/03/31,38,25,63767,1.238245644
746,2014/03/31,70,50,58964,1.338983448
747,2014/03/31,6,66,95599,0.825197125
748,2014/03/31,2,75,96092,0.820139033
749,2014/03/31,12,70,119084,0.661306893
750,2014/03/31,3,93,67658,1.163014573
751,2014/03/31,2,97,98027,0.8019518090000001
752,2014/03/31,20,72,100623,0.780282142
753,2014/03/31,5,65,105089,0.746562628
754,2014/03/31,60,45,57094,1.3739172240000002
755,2014/03/31,10,27,53927,1.4536389930000002
756,2014/03/31,2,81,99333,0.789152044
757,2014/03/31,8,74,123708,0.633542051
758,2014/03/31,2,81,96407,0.8128448140000001
759,2014/03/31,63,43,87048,0.9000129809999999
760,2014/03/31,62,13,74307,1.054007025
761,2014/03/31,2,68,87657,0.8934457029999999
762,2014/03/31,3,51,105499,0.742125613
763,2014/03/31,36,65,94928,0.8242233059999999
764,2014/03/31,12,61,95828,0.816480465
765,2014/03/31,3,34,54155,1.441951251
766,2014/03/31,1,106,73656,1.059797165
767,2014/03/31,10,68,117406,0.664639116
768,2014/03/31,5,69,59262,1.315850461
769,2014/03/31,9,31,54938,1.418710546
770,2014/03/31,4,85,123956,0.6286328210000001
771,2014/03/31,9,85,115698,0.6731533820000001
772,2014/03/31,21,44,122665,0.6342576120000001
773,2014/03/31,2,82,84793,0.917503332
774,2014/03/31,20,78,92800,0.837629526
775,2014/03/31,288,35,98033,0.7928544470000001
776,2014/03/31,23,64,113219,0.6863847059999999
777,2014/03/31,3,49,106738,0.727940377
778,2014/03/31,143,9,110088,0.705555556
779,2014/03/31,105,44,128750,0.603258718
780,2014/03/31,3,86,119842,0.647968909
781,2014/03/31,7,45,101385,0.765687133
782,2014/03/31,30,78,113329,0.6849814259999999
783,2014/03/31,14,59,108263,0.71581593
784,2014/03/31,1,98,99128,0.7815750340000001
785,2014/03/31,12,87,104670,0.739837298
786,2014/03/31,39,25,118355,0.654261755
787,2014/03/31,23,48,88016,0.879216392
788,2014/03/31,13,53,59280,1.304834683
789,2014/03/31,10,31,82721,0.934580215
790,2014/03/31,12,61,102513,0.7541312809999999
791,2014/03/31,2,54,87327,0.885256908
792,2014/03/31,2,68,83233,0.928783415
793,2014/03/31,5,80,110571,0.6987418040000001
794,2014/03/31,2,70,91869,0.8396392690000001
795,2014/03/31,2,61,71334,1.081109008
796,2014/03/31,9,59,96238,0.8011154640000001
797,2014/03/31,3,71,108053,0.713502263
798,2014/03/31,67,9,75093,1.026311241
799,2014/03/31,33,43,63261,1.218127915
800,2014/03/31,12,65,81718,0.942705034
801,2014/03/31,1,118,113715,0.677334828
802,2014/03/31,27,31,57054,1.348767483
803,2014/03/31,34,13,123460,0.623107079
804,2014/03/31,11,105,100538,0.7646203429999999
805,2014/03/31,108,54,97929,0.7849829979999999
806,2014/03/31,4,39,53274,1.441390547
807,2014/03/31,2,67,83561,0.918858199
808,2014/03/31,24,43,93927,0.81727746
809,2014/03/31,3,78,91540,0.8383759009999999
810,2014/03/31,1,77,119849,0.640188153
811,2014/03/31,2,33,60387,1.270434862
812,2014/03/31,25,67,107438,0.71315326
813,2014/03/31,1,34,52371,1.462471215
814,2014/03/31,82,40,104027,0.7356240209999999
815,2014/03/31,34,47,57546,1.329559135
816,2014/03/31,14,49,98276,0.778446009
817,2014/03/31,3,39,106909,0.71552526
818,2014/03/31,8,47,102319,0.747021277
819,2014/03/31,4,72,97247,0.785089206
820,2014/03/31,113,30,55190,1.382804856
821,2014/03/31,123,21,54220,1.4073332719999998
822,2014/03/31,1,62,88473,0.862353147
823,2014/03/31,3,31,95165,0.801548679
824,2014/03/31,5,85,115578,0.6599335510000001
825,2014/03/31,376,18,70739,1.077664372
826,2014/03/31,22,41,56029,1.3586755069999998
827,2014/03/31,71,12,112511,0.6764841659999999
828,2014/03/31,10,88,99522,0.7644740859999999
829,2014/03/31,4,43,103564,0.734484473
830,2014/03/31,2,53,84028,0.904737825
831,2014/03/31,20,56,65103,1.167142221
832,2014/03/31,32,80,114222,0.664970058
833,2014/03/31,24,42,53030,1.431651895
834,2014/03/31,1,79,103403,0.7339671
835,2014/03/31,96,30,85368,0.888219942
836,2014/03/31,12,30,55918,1.355861619
837,2014/03/31,23,38,100035,0.757393112
838,2014/03/31,25,49,100244,0.755588065
839,2014/03/31,1,122,91128,0.83108397
840,2014/03/31,7,60,99311,0.762068552
841,2014/03/31,2,86,96033,0.7873670509999999
842,2014/03/31,39,6,73392,1.03
843,2014/03/31,235,6,73392,1.03
844,2014/03/31,24,59,105575,0.7158654040000001
845,2014/03/31,3,68,85336,0.885546077
846,2014/03/31,1,62,87492,0.863288072
847,2014/03/31,72,38,57596,1.30967272
848,2014/03/31,6,104,99462,0.757270716
849,2014/03/31,21,45,113659,0.662631116
850,2014/03/31,1,59,104352,0.721700494
851,2014/03/31,11,57,95289,0.7899742890000001
852,2014/03/31,36,58,103107,0.729874305
853,2014/03/31,11,78,109710,0.685185398
854,2014/03/31,11,38,55596,1.351954277
855,2014/03/31,8,31,55642,1.3507072
856,2014/03/31,24,91,114600,0.655811606
857,2014/03/31,1,82,118887,0.631932339
858,2014/03/31,109,34,66320,1.132759349
859,2014/03/31,3,54,98038,0.766080091
860,2014/03/31,38,51,80432,0.933638602
861,2014/03/31,4,62,91853,0.817490664
862,2014/03/31,11,101,86102,0.871194513
863,2014/03/31,3,98,90418,0.82935577
864,2014/03/31,2,67,99772,0.751497414
865,2014/03/31,1,58,82250,0.911499088
866,2014/03/31,10,45,72849,1.028986397
867,2014/03/31,1,45,77987,0.960536115
868,2014/03/31,15,55,83780,0.8932666509999999
869,2014/03/31,31,38,113467,0.659311165
870,2014/03/31,5,53,85130,0.878743334
871,2014/03/31,56,39,57001,1.311457343
872,2014/03/31,9,51,92227,0.810541273
873,2014/03/31,9,11,81937,0.912206573
874,2014/03/31,60,31,52216,1.431188333
875,2014/03/31,7,51,93929,0.795260889
876,2014/03/31,7,67,95559,0.78088584
877,2014/03/31,75,65,95518,0.780413325
878,2014/03/31,14,22,54730,1.361512333
879,2014/03/31,1,64,101534,0.733608939
880,2014/03/31,15,70,117261,0.635178874
881,2014/03/31,14,73,97885,0.7606702759999999
882,2014/03/31,25,55,91097,0.8169428190000001
883,2014/03/31,30,59,88730,0.8379436490000001
884,2014/03/31,6,63,84128,0.88377199
885,2014/03/31,6,113,109075,0.681333761
886,2014/03/31,3,72,60674,1.224716518
887,2014/03/31,4,122,87871,0.844693244
888,2014/03/31,3,79,98039,0.7569282629999999
889,2014/03/31,19,78,81033,0.91528402
890,2014/03/31,15,45,97205,0.7628747490000001
891,2014/03/31,2,78,100891,0.7349542579999999
892,2014/03/31,42,75,78024,0.950140982
893,2014/03/31,1,72,103478,0.715944549
894,2014/03/31,180,45,80074,0.925069436
895,2014/03/31,107,47,105448,0.7023584140000001
896,2014/03/31,2,61,57474,1.288559697
897,2014/03/31,88,10,111277,0.665374696
898,2014/03/31,14,32,79748,0.928148418
899,2014/03/31,1,57,92596,0.7992955420000001
900,2014/03/31,85,58,51359,1.441034872
901,2014/03/31,20,34,99007,0.7469786979999999
902,2014/03/31,28,45,108968,0.6786184940000001
903,2014/03/31,15,66,99380,0.743689072
904,2014/03/31,11,52,54902,1.3461425809999998
905,2014/03/31,4,103,126385,0.5845876489999999
906,2014/03/31,61,61,82229,0.8973846209999999
907,2014/03/31,2,32,68796,1.071943718
908,2014/03/31,3,92,81252,0.907426648
909,2014/03/31,6,58,94789,0.777775797
910,2014/03/31,1,80,100890,0.73022133
911,2014/03/31,8,46,82198,0.8951384459999999
912,2014/03/31,14,85,96524,0.762113878
913,2014/03/31,53,15,87979,0.8357346640000001
914,2014/03/31,26,55,53082,1.38513677
915,2014/03/31,9,70,90676,0.8107778240000001
916,2014/03/31,4,84,88600,0.828726975
917,2014/03/31,5,85,94910,0.7733566540000001
918,2014/03/31,8,51,103334,0.710294095
919,2014/03/31,5,66,87096,0.842461652
920,2014/03/31,30,13,75939,0.965910007
921,2014/03/31,6,85,87222,0.8405888420000001
922,2014/03/31,11,83,84586,0.866116497
923,2014/03/31,6,89,76929,0.952323571
924,2014/03/31,4,85,88084,0.829060102
925,2014/03/31,20,53,100834,0.724125295
926,2014/03/31,1,92,93608,0.7794460940000001
927,2014/03/31,15,54,73594,0.991353507
928,2014/03/31,6,78,92961,0.7846618470000001
929,2014/03/31,5,45,94176,0.77380288
930,2014/03/31,21,57,96770,0.752291723
931,2014/03/31,18,44,94505,0.770116925
932,2014/03/31,1,78,97688,0.744750123
933,2014/03/31,13,69,122130,0.595677639
934,2014/03/31,13,91,94399,0.770311126
935,2014/03/31,4,56,99083,0.7335225009999999
936,2014/03/31,4,44,69243,1.048949208
937,2014/03/31,7,72,92591,0.784232377
938,2014/03/31,287,49,81119,0.894173991
939,2014/03/31,1,37,107668,0.67363915
940,2014/03/31,4,88,94053,0.7709061909999999
941,2014/03/31,9,84,101344,0.715400813
942,2014/03/31,12,58,96418,0.751877658
943,2014/03/31,4,60,107228,0.676071828
944,2014/03/31,3,9,91224,0.794444444
945,2014/03/31,151,11,95158,0.7609997059999999
946,2014/03/31,10,33,94251,0.76655558
947,2014/03/31,46,72,108362,0.666644027
948,2014/03/31,29,38,57045,1.2653776840000002
949,2014/03/31,130,27,72382,0.997066121
950,2014/03/31,8,35,71526,1.008923608
951,2014/03/31,5,84,94699,0.760778361
952,2014/03/31,31,27,83430,0.8632206640000001
953,2014/03/31,87,55,91229,0.789220204
954,2014/03/31,2,25,60909,1.181765256
955,2014/03/31,76,24,104992,0.685569377
956,2014/03/31,404,48,109680,0.65625
957,2014/03/31,7,65,85774,0.838990253
958,2014/03/31,5,67,107942,0.666477923
959,2014/03/31,44,37,96596,0.744337447
960,2014/03/31,5,68,49054,1.464808986
961,2014/03/31,15,75,94885,0.756962955
962,2014/03/31,10,78,95712,0.749861982
963,2014/03/31,18,29,93670,0.766206897
964,2014/03/31,4,61,91722,0.78226347
965,2014/03/31,1,110,94212,0.761354286
966,2014/03/31,67,26,50464,1.4205865569999998
967,2014/03/31,7,62,82613,0.867230581
968,2014/03/31,29,61,97269,0.7364044040000001
969,2014/03/31,9,62,103017,0.695298834
970,2014/03/31,37,53,93161,0.768521162
971,2014/03/31,9,28,48681,1.470489719
972,2014/03/31,7,67,105406,0.678681764
973,2014/03/31,18,79,79187,0.902894036
974,2014/03/31,4,26,74707,0.956791465
975,2014/03/31,20,60,79936,0.893743995
976,2014/03/31,25,47,85104,0.839405903
977,2014/03/31,22,47,93009,0.767970626
978,2014/03/31,6,47,69445,1.027577651
979,2014/03/31,5,52,50564,1.410842497
980,2014/03/31,19,12,86872,0.8210383090000001
981,2014/03/31,12,47,55930,1.275212587
982,2014/03/31,14,64,95009,0.7506681470000001
983,2014/03/31,14,50,91885,0.7760869570000001
984,2014/03/31,86,11,79822,0.892701511
985,2014/03/31,8,49,95617,0.7450367609999999
986,2014/03/31,7,43,76616,0.929799128
987,2014/03/31,8,59,93989,0.7578648570000001
988,2014/03/31,3,89,97760,0.728606997
989,2014/03/31,39,50,66551,1.070130276
990,2014/03/31,2,60,59525,1.19527963
991,2014/03/31,12,50,86754,0.820040344
992,2014/03/31,4,60,102459,0.694059575
993,2014/03/31,6,67,94955,0.7487699440000001
994,2014/03/31,5,40,56236,1.264161391
995,2014/03/31,2,46,51348,1.38430046
996,2014/03/31,4,82,83895,0.847254187
997,2014/03/31,34,56,91642,0.7756107459999999
998,2014/03/31,27,9,110088,0.645555556
999,2014/03/31,148,28,48738,1.457490254
1000,2014/03/31,30,65,105426,0.6734283759999999
1001,2014/03/31,14,39,57173,1.241211236
1002,2014/03/31,5,63,90448,0.7843940159999999
1003,2014/03/31,72,17,60715,1.166852837
1004,2014/03/31,27,8,75179,0.942246505
1005,2014/03/31,3,84,110523,0.640647015
1006,2014/03/31,18,37,90444,0.7828232940000001
1007,2014/03/31,29,80,100267,0.7060982179999999
1008,2014/03/31,3,45,82181,0.8610738490000001
1009,2014/03/31,14,93,83778,0.84441154
1010,2014/03/31,21,44,51657,1.369228759
1011,2014/03/31,2,69,84501,0.8358346059999999
1012,2014/03/31,20,82,97301,0.725362843
1013,2014/03/31,1,78,88944,0.7927240740000001
1014,2014/03/31,3,69,98985,0.712019397
1015,2014/03/31,19,84,92064,0.765469565
1016,2014/03/31,1,64,104064,0.676593058
1017,2014/03/31,10,11,111496,0.630909091
1018,2014/03/31,2,87,99343,0.707182388
1019,2014/03/31,9,36,103715,0.677307911
1020,2014/03/31,31,58,93874,0.7480802990000001
1021,2014/03/31,4,45,89241,0.786511917
1022,2014/03/31,3,78,82663,0.84868599
1023,2014/03/31,58,51,70410,0.996027411
1024,2014/03/31,6,81,94452,0.74244971
1025,2014/03/31,1,67,86831,0.807476938
1026,2014/03/31,12,83,93223,0.751684992
1027,2014/03/31,48,38,79321,0.88335611
1028,2014/03/31,4,47,79014,0.886655909
1029,2014/03/31,74,75,94837,0.738562797
1030,2014/03/31,7,50,91158,0.7679431320000001
1031,2014/03/31,5,43,96346,0.726250389
1032,2014/03/31,2,103,98576,0.709802487
1033,2014/03/31,16,53,58456,1.196730703
1034,2014/03/31,13,59,106818,0.65477251
1035,2014/03/31,220,40,84144,0.831087778
1036,2014/03/31,5,92,90054,0.776382171
1037,2014/03/31,85,23,97363,0.718099175
1038,2014/03/31,18,74,75406,0.925861603
1039,2014/03/31,117,31,48504,1.439048326
1040,2014/03/31,5,66,104974,0.6636847220000001
1041,2014/03/31,1,114,106887,0.651210811
1042,2014/03/31,44,8,97856,0.71
1043,2014/03/31,7,74,87556,0.793000365
1044,2014/03/31,12,74,95970,0.723339585
1045,2014/03/31,48,45,93363,0.74342941
1046,2014/03/31,38,19,67361,1.029754457
1047,2014/03/31,22,51,49694,1.395562442
1048,2014/03/31,87,9,64966,1.066327925
1049,2014/03/31,11,53,70959,0.976189208
1050,2014/03/31,10,63,89864,0.770572087
1051,2014/03/31,32,27,49859,1.388584408
1052,2014/03/31,9,39,101074,0.684744247
1053,2014/03/31,2,82,98222,0.704230722
1054,2014/03/31,40,52,99663,0.6938930190000001
1055,2014/03/31,4,60,95528,0.72390922
1056,2014/03/31,21,15,102029,0.677207167
1057,2014/03/31,119,64,86680,0.796799954
1058,2014/03/31,4,128,122933,0.561786827
1059,2014/03/31,17,21,58554,1.179136865
1060,2014/03/31,81,49,74209,0.929462599
1061,2014/03/31,6,68,95591,0.7215020240000001
1062,2014/03/31,14,52,89362,0.771647904
1063,2014/03/31,2,66,91139,0.756303449
1064,2014/03/31,25,43,56979,1.208202145
1065,2014/03/31,18,79,102497,0.671539069
1066,2014/03/31,7,88,95204,0.7228046090000001
1067,2014/03/31,7,62,84141,0.817781462
1068,2014/03/31,4,76,106316,0.646832085
1069,2014/03/31,9,61,93582,0.734644483
1070,2014/03/31,69,63,108742,0.63222306
1071,2014/03/31,13,99,89194,0.770776846
1072,2014/03/31,6,59,96721,0.710553034
1073,2014/03/31,3,35,84602,0.8123133020000001
1074,2014/03/31,25,93,93800,0.73240629
1075,2014/03/31,6,55,86833,0.7908684490000001
1076,2014/03/31,24,50,86748,0.791493983
1077,2014/03/31,16,83,119272,0.575621269
1078,2014/03/31,4,54,87334,0.7857932759999999
1079,2014/03/31,28,67,99876,0.686488346
1080,2014/03/31,92,44,78334,0.8720875990000001
1081,2014/03/31,1,71,83498,0.8177744379999999
1082,2014/03/31,77,8,97856,0.6975
1083,2014/03/31,8,67,107343,0.6357259439999999
1084,2014/03/31,14,66,95500,0.714466492
1085,2014/03/31,5,37,49165,1.3865882230000002
1086,2014/03/31,2,45,64879,1.050657223
1087,2014/03/31,2,88,82559,0.825079034
1088,2014/03/31,7,74,87838,0.77524067
1089,2014/03/31,97,55,83607,0.814324997
1090,2014/03/31,2,63,90250,0.7542840999999999
1091,2014/03/31,1,96,106628,0.638373879
1092,2014/03/31,9,63,82060,0.82876639
1093,2014/03/31,4,66,86473,0.7864642140000001
1094,2014/03/31,25,65,92968,0.7314930940000001
1095,2014/03/31,175,9,89386,0.760529166
1096,2014/03/31,28,24,58285,1.166275543
1097,2014/03/31,18,38,47103,1.443096193
1098,2014/03/31,11,75,104980,0.6472666220000001
1099,2014/03/31,3,42,82833,0.819982012
1100,2014/03/31,18,48,76188,0.890162362
1101,2014/03/31,3,84,79768,0.8483582390000001
1102,2014/03/31,9,48,103296,0.655015683
1103,2014/03/31,1,38,90002,0.751680518
1104,2014/03/31,14,41,77675,0.870894754
1105,2014/03/31,20,59,80922,0.8352330640000001
1106,2014/03/31,64,15,73334,0.920963128
1107,2014/03/31,15,50,89808,0.751963299
